,code,name,c_name
920,601339,百隆东方,纺织行业
921,601599,鹿港科技,纺织行业
923,603889,新澳股份,纺织行业
924,000018,神州长城,纺织行业
925,000045,深纺织Ａ,纺织行业
926,000158,常山股份,纺织行业
928,000726,鲁  泰Ａ,纺织行业
929,000779,三毛派神,纺织行业
930,000803,金宇车城,纺织行业
931,000813,天山纺织,纺织行业
932,000850,华茂股份,纺织行业
933,000955,欣龙控股,纺织行业
934,000971,高升控股,纺织行业
935,000982,中银绒业,纺织行业
936,002034,美 欣 达,纺织行业
937,002042,华孚色纺,纺织行业
938,002070,众和股份,纺织行业
939,002072,凯瑞德,纺织行业
941,002087,新野纺织,纺织行业
942,002127,南极电商,纺织行业
943,002144,宏达高科,纺织行业
944,002193,山东如意,纺织行业
945,002394,联发股份,纺织行业
947,002516,旷达科技,纺织行业
948,600055,华润万东,医疗器械
949,600297,广汇汽车,医疗器械
950,600587,新华医疗,医疗器械
951,600763,通策医疗,医疗器械
954,002223,鱼跃医疗,医疗器械
955,002382,蓝帆医疗,医疗器械
957,002551,尚荣医疗,医疗器械
958,002614,蒙发利,医疗器械
959,300003,乐普医疗,医疗器械
960,300015,爱尔眼科,医疗器械
964,300206,理邦仪器,医疗器械
965,300216,千山药机,医疗器械
966,300238,冠昊生物,医疗器械
967,300244,迪安诊断,医疗器械
968,300246,宝莱特,医疗器械
969,300247,乐金健康,医疗器械
970,300273,和佳股份,医疗器械
971,300298,三诺生物,医疗器械
972,300314,戴维医疗,医疗器械
973,300318,博晖创新,医疗器械
974,300326,凯利泰,医疗器械
975,300347,泰格医药,医疗器械
979,600111,北方稀土,有色金属
980,600139,西部资源,有色金属
981,600219,南山铝业,有色金属
982,600255,鑫科材料,有色金属
984,600311,荣华实业,有色金属
985,600331,宏达股份,有色金属
986,600338,西藏珠峰,有色金属
987,600362,江西铜业,有色金属
989,600432,吉恩镍业,有色金属
990,600456,宝钛股份,有色金属
991,600459,贵研铂业,有色金属
992,600489,中金黄金,有色金属
993,600497,驰宏锌锗,有色金属
994,600531,豫光金铅,有色金属
995,600547,山东黄金,有色金属
997,600595,中孚实业,有色金属
998,600673,东阳光科,有色金属
1001,600768,宁波富邦,有色金属
1002,600888,新疆众和,有色金属
1003,600961,株冶集团,有色金属
1004,601137,博威合金,有色金属
1005,601168,西部矿业,有色金属
1006,601600,中国铝业,有色金属
1009,601958,金钼股份,有色金属
1010,000060,中金岭南,有色金属
1011,000426,兴业矿业,有色金属
1012,000587,金叶珠宝,有色金属
1013,000603,盛达矿业,有色金属
1014,000612,焦作万方,有色金属
1015,000630,铜陵有色,有色金属
1016,000657,中钨高新,有色金属
1017,000697,炼石有色,有色金属
1018,000751,锌业股份,有色金属
1019,000758,中色股份,有色金属
1020,000762,西藏矿业,有色金属
1021,000807,云铝股份,有色金属
1022,000831,*ST五稀,有色金属
1023,000878,云南铜业,有色金属
1024,000960,锡业股份,有色金属
1025,000962,东方钽业,有色金属
1026,002082,栋梁新材,有色金属
1027,002114,罗平锌电,有色金属
1028,002149,西部材料,有色金属
1029,002155,湖南黄金,有色金属
1030,002160,常铝股份,有色金属
1031,002167,东方锆业,有色金属
1032,002171,楚江新材,有色金属
1033,002182,云海金属,有色金属
1034,002203,海亮股份,有色金属
1037,002333,罗普斯金,有色金属
1038,002340,格林美,有色金属
1040,002379,鲁丰环保,有色金属
1042,002460,赣锋锂业,有色金属
1043,002501,利源精制,有色金属
1044,002540,亚太科技,有色金属
1045,002578,闽发铝业,有色金属
1047,300034,钢研高纳,有色金属
1048,600167,联美控股,供水供气
1050,600187,国中水务,供水供气
1051,600283,钱江水利,供水供气
1052,600323,瀚蓝环境,供水供气
1053,600333,长春燃气,供水供气
1054,600461,洪城水业,供水供气
1055,600617,国新能源,供水供气
1056,600635,大众公用,供水供气
1057,600649,城投控股,供水供气
1058,600719,大连热电,供水供气
1059,600758,红阳能源,供水供气
1060,600917,重庆燃气,供水供气
1061,600982,宁波热电,供水供气
1062,601139,深圳燃气,供水供气
1063,601158,重庆水务,供水供气
1064,601199,江南水务,供水供气
1065,000593,大通燃气,供水供气
1067,000669,金鸿能源,供水供气
1068,000685,中山公用,供水供气
1069,000692,惠天热电,供水供气
1070,000695,滨海能源,供水供气
1073,600089,特变电工,发电设备
1074,600192,长城电工,发电设备
1075,600268,国电南自,发电设备
1076,600290,华仪电气,发电设备
1077,600312,平高电气,发电设备
1078,600416,湘电股份,发电设备
1079,600517,置信电气,发电设备
1080,600525,长园集团,发电设备
1081,600550,保变电气,发电设备
1082,600580,卧龙电气,发电设备
1083,600590,泰豪科技,发电设备
1084,600875,东方电气,发电设备
1085,600973,宝胜股份,发电设备
1086,601126,四方股份,发电设备
1087,601179,中国西电,发电设备
1088,601558,华锐风电,发电设备
1089,601700,风范股份,发电设备
1090,601727,上海电气,发电设备
1092,603333,明星电缆,发电设备
1094,000400,许继电气,发电设备
1095,000585,东北电气,发电设备
1096,000682,东方电子,发电设备
1097,000806,银河生物,发电设备
1098,000967,盈峰环境,发电设备
1102,002123,荣信股份,发电设备
1103,002130,沃尔核材,发电设备
1104,002168,深圳惠程,发电设备
1105,002169,智光电气,发电设备
1106,002202,金风科技,发电设备
1107,002212,南洋股份,发电设备
1108,002227,奥 特 迅,发电设备
1110,002300,太阳电缆,发电设备
1111,002323,雅百特,发电设备
1112,002350,北京科锐,发电设备
1113,002358,森源电气,发电设备
1114,002451,摩恩电气,发电设备
1116,002498,汉缆股份,发电设备
1117,002531,天顺风能,发电设备
1119,002560,通达股份,发电设备
1120,002622,永大集团,发电设备
1121,002660,茂硕电源,发电设备
1122,300001,特锐德,发电设备
1123,300004,南风股份,发电设备
1124,300018,中元华电,发电设备
1125,300040,九洲电气,发电设备
1126,300048,合康变频,发电设备
1127,300062,中能电气,发电设备
1128,300069,金利华电,发电设备
1129,300120,经纬电材,发电设备
1130,300125,易世达,发电设备
1131,300129,泰胜风能,发电设备
1134,300208,恒顺众昇,发电设备
1135,300341,麦迪电气,发电设备
1136,300372,欣泰电气,发电设备
1140,600163,中闽能源,造纸行业
1142,600308,华泰股份,造纸行业
1143,600356,恒丰纸业,造纸行业
1144,600433,冠豪高新,造纸行业
1145,600462,石岘纸业,造纸行业
1146,600567,山鹰纸业,造纸行业
1147,600793,ST宜纸,造纸行业
1148,600963,岳阳林纸,造纸行业
1149,600966,博汇纸业,造纸行业
1150,000488,晨鸣纸业,造纸行业
1151,000815,美利纸业,造纸行业
1152,000820,金城股份,造纸行业
1153,000833,贵糖股份,造纸行业
1155,002067,景兴纸业,造纸行业
1156,002078,太阳纸业,造纸行业
1158,002303,美盈森,造纸行业
1159,002511,中顺洁柔,造纸行业
1160,002521,齐峰新材,造纸行业
1162,600072,钢构工程,船舶制造
1163,600150,中国船舶,船舶制造
1164,600685,中船防务,船舶制造
1165,601890,亚星锚链,船舶制造
1166,601989,中国重工,船舶制造
1167,002608,*ST舜船,船舶制造
1168,300008,上海佳豪,船舶制造
1169,300123,太阳鸟,船舶制造
1170,600121,郑州煤电,煤炭行业
1172,600157,永泰能源,煤炭行业
1173,600179,ST黑化,煤炭行业
1175,600348,阳泉煤业,煤炭行业
1176,600381,青海春天,煤炭行业
1178,600397,安源煤业,煤炭行业
1179,600403,大有能源,煤炭行业
1180,600408,安泰集团,煤炭行业
1181,600508,上海能源,煤炭行业
1182,600546,山煤国际,煤炭行业
1183,600652,游久游戏,煤炭行业
1185,600721,*ST百花,煤炭行业
1186,600725,云维股份,煤炭行业
1187,600740,山西焦化,煤炭行业
1188,600792,云煤能源,煤炭行业
1189,600971,恒源煤电,煤炭行业
1190,600997,开滦股份,煤炭行业
1191,601001,大同煤业,煤炭行业
1193,601015,陕西黑猫,煤炭行业
1194,601088,中国神华,煤炭行业
1195,601101,昊华能源,煤炭行业
1196,601225,陕西煤业,煤炭行业
1197,601666,平煤股份,煤炭行业
1199,601898,中煤能源,煤炭行业
1201,000034,深信泰丰,煤炭行业
1202,000552,靖远煤电,煤炭行业
1203,000571,新大洲Ａ,煤炭行业
1205,000780,平庄能源,煤炭行业
1206,000933,神火股份,煤炭行业
1207,000937,冀中能源,煤炭行业
1208,000968,*ST煤气,煤炭行业
1210,002128,露天煤业,煤炭行业
1211,600073,上海梅林,食品行业
1214,600260,凯乐科技,食品行业
1217,600305,恒顺醋业,食品行业
1218,600419,天润乳业,食品行业
1219,600429,三元股份,食品行业
1220,600597,光明乳业,食品行业
1221,600695,绿庭投资,食品行业
1222,600737,中粮屯河,食品行业
1223,600866,星湖科技,食品行业
1224,600872,中炬高新,食品行业
1225,600873,梅花生物,食品行业
1226,600887,伊利股份,食品行业
1227,600962,国投中鲁,食品行业
1229,603288,海天味业,食品行业
1230,000019,深深宝Ａ,食品行业
1231,000529,广弘控股,食品行业
1232,000639,西王食品,食品行业
1233,000716,黑芝麻,食品行业
1234,000796,凯撒旅游,食品行业
1235,000848,承德露露,食品行业
1237,000895,双汇发展,食品行业
1239,000930,中粮生化,食品行业
1241,002216,三全食品,食品行业
1243,002286,保龄宝,食品行业
1244,002329,皇氏集团,食品行业
1245,002330,得利斯,食品行业
1247,002481,双塔食品,食品行业
1248,002495,佳隆股份,食品行业
1249,002507,涪陵榨菜,食品行业
1250,002515,金字火腿,食品行业
1252,002568,百润股份,食品行业
1253,002570,贝因美,食品行业
1255,002604,龙力生物,食品行业
1256,002626,金达威,食品行业
1257,002650,加加食品,食品行业
1258,002661,克明面业,食品行业
1259,002695,煌上煌,食品行业
1260,002702,海欣食品,食品行业
1261,002719,麦趣尔,食品行业
1262,002726,龙大肉食,食品行业
1263,002732,燕塘乳业,食品行业
1264,300138,晨光生物,食品行业
1265,300146,汤臣倍健,食品行业
1266,300149,量子高科,食品行业
1267,300175,朗源股份,食品行业
1268,300401,花园生物,食品行业
1269,600145,*ST新亿,陶瓷行业
1272,002162,悦心健康,陶瓷行业
1274,300234,开尔新材,陶瓷行业
1276,600302,标准股份,纺织机械
1277,600610,中毅达,纺织机械
1278,600843,上工申贝,纺织机械
1279,000666,经纬纺机,纺织机械
1280,002021,中捷资源,纺织机械
1281,002196,方正电机,纺织机械
1282,002722,金轮股份,纺织机械
1283,300384,三联虹普,纺织机械
1284,600005,武钢股份,钢铁行业
1285,600010,包钢股份,钢铁行业
1286,600019,宝钢股份,钢铁行业
1287,600022,山东钢铁,钢铁行业
1288,600117,西宁特钢,钢铁行业
1291,600193,创兴资源,钢铁行业
1292,600231,凌钢股份,钢铁行业
1293,600282,南钢股份,钢铁行业
1295,600399,抚顺特钢,钢铁行业
1297,600496,精工钢构,钢铁行业
1299,600532,宏达矿业,钢铁行业
1301,600569,安阳钢铁,钢铁行业
1304,600784,鲁银投资,钢铁行业
1306,600882,华联矿业,钢铁行业
1309,601005,重庆钢铁,钢铁行业
1310,601028,玉龙股份,钢铁行业
1311,601969,海南矿业,钢铁行业
1312,000409,山东地矿,钢铁行业
1313,000629,攀钢钒钛,钢铁行业
1314,000655,金岭矿业,钢铁行业
1315,000708,大冶特钢,钢铁行业
1316,000709,河钢股份,钢铁行业
1318,000761,本钢板材,钢铁行业
1319,000778,新兴铸管,钢铁行业
1320,000825,太钢不锈,钢铁行业
1321,000890,法 尔 胜,钢铁行业
1322,000898,鞍钢股份,钢铁行业
1325,000969,安泰科技,钢铁行业
1327,002110,三钢闽光,钢铁行业
1328,002132,恒星科技,钢铁行业
1329,002318,久立特材,钢铁行业
1330,002352,鼎泰新材,钢铁行业
1331,002359,齐星铁塔,钢铁行业
1332,002423,中原特钢,钢铁行业
1333,002443,金洲管道,钢铁行业
1334,002478,常宝股份,钢铁行业
1336,002524,光正集团,钢铁行业
1337,002541,鸿路钢构,钢铁行业
1339,002615,哈尔斯,钢铁行业
1341,300345,红宇新材,钢铁行业
1342,600008,首创股份,环保行业
1344,600874,创业环保,环保行业
1345,603126,中材节能,环保行业
1346,603588,高能环境,环保行业
1348,000544,中原环保,环保行业
1349,000598,兴蓉环境,环保行业
1351,002200,云投生态,环保行业
1352,002549,凯美特气,环保行业
1353,002573,清新环境,环保行业
1354,002616,长青集团,环保行业
1355,002672,东江环保,环保行业
1356,300055,万邦达,环保行业
1357,300070,碧水源,环保行业
1358,300156,神雾环保,环保行业
1359,300172,中电环保,环保行业
1361,300190,维尔利,环保行业
1362,300197,铁汉生态,环保行业
1363,300262,巴安水务,环保行业
1364,300332,天壕环境,环保行业
1365,300335,迪森股份,环保行业
1366,300355,蒙草抗旱,环保行业
1367,300388,国祯环保,环保行业
1369,600059,古越龙山,酿酒行业
1370,600084,中葡股份,酿酒行业
1371,600090,啤酒花,酿酒行业
1372,600132,重庆啤酒,酿酒行业
1373,600197,伊力特,酿酒行业
1376,600365,通葡股份,酿酒行业
1377,600519,贵州茅台,酿酒行业
1378,600543,莫高股份,酿酒行业
1379,600559,老白干酒,酿酒行业
1380,600573,惠泉啤酒,酿酒行业
1382,600616,金枫酒业,酿酒行业
1383,600702,沱牌舍得,酿酒行业
1384,600779,*ST水井,酿酒行业
1385,600809,山西汾酒,酿酒行业
1386,601579,会稽山,酿酒行业
1387,603369,今世缘,酿酒行业
1388,000557,*ST广夏,酿酒行业
1389,000568,泸州老窖,酿酒行业
1391,000729,燕京啤酒,酿酒行业
1392,000752,西藏发展,酿酒行业
1394,000858,五 粮 液,酿酒行业
1395,000860,顺鑫农业,酿酒行业
1396,000869,张  裕Ａ,酿酒行业
1397,000929,兰州黄河,酿酒行业
1400,002461,珠江啤酒,酿酒行业
1401,002646,青青稞酒,酿酒行业
1423,600112,天成控股,电器行业
1424,600202,哈空调,电器行业
1427,600468,百利电气,电器行业
1429,600560,金自天正,电器行业
1430,600577,精达股份,电器行业
1431,600847,万里股份,电器行业
1432,600885,宏发股份,电器行业
1433,601311,骆驼股份,电器行业
1434,601616,广电电气,电器行业
1436,603606,东方电缆,电器行业
1438,603988,中电电机,电器行业
1440,000922,佳电股份,电器行业
1442,002176,江特电机,电器行业
1443,002249,大洋电机,电器行业
1444,002266,浙富控股,电器行业
1445,002298,中电鑫龙,电器行业
1446,002309,中利科技,电器行业
1447,002322,理工监测,电器行业
1448,002334,英威腾,电器行业
1449,002335,科华恒盛,电器行业
1451,002364,中恒电气,电器行业
1452,002380,科远股份,电器行业
1453,002452,长高集团,电器行业
1454,002546,新联电子,电器行业
1455,002576,通达动力,电器行业
1459,002647,宏磊股份,电器行业
1460,002664,信质电机,电器行业
1461,002665,首航节能,电器行业
1462,002670,华声股份,电器行业
1463,002684,猛狮科技,电器行业
1465,002730,电光科技,电器行业
1466,002733,雄韬股份,电器行业
1467,300068,南都电源,电器行业
1469,300217,东方电热,电器行业
1470,300222,科大智能,电器行业
1471,300252,金信诺,电器行业
1472,300265,通光线缆,电器行业
1473,300274,阳光电源,电器行业
1474,300283,温州宏丰,电器行业
1475,300356,光一科技,电器行业
1476,300376,易事特,电器行业
1477,300403,地尔汉宇,电器行业
1478,300407,凯发电气,电器行业
1485,600551,时代出版,传媒娱乐
1487,600637,东方明珠,传媒娱乐
1488,600757,长江传媒,传媒娱乐
1489,600825,新华传媒,传媒娱乐
1490,600831,广电网络,传媒娱乐
1492,601098,中南传媒,传媒娱乐
1493,601801,皖新传媒,传媒娱乐
1494,601928,凤凰传媒,传媒娱乐
1495,601929,吉视传媒,传媒娱乐
1497,000156,华数传媒,传媒娱乐
1498,000504,南华生物,传媒娱乐
1499,000607,华媒控股,传媒娱乐
1500,000665,湖北广电,传媒娱乐
1503,000835,长城动漫,传媒娱乐
1505,002071,长城影视,传媒娱乐
1507,002181,粤 传 媒,传媒娱乐
1508,002238,天威视讯,传媒娱乐
1509,002292,奥飞娱乐,传媒娱乐
1510,002624,完美环球,传媒娱乐
1511,002712,思美传媒,传媒娱乐
1515,300148,天舟文化,传媒娱乐
1517,300291,华录百纳,传媒娱乐
1518,300336,新文化,传媒娱乐
1524,600135,乐凯胶片,化工行业
1525,600141,兴发集团,化工行业
1526,600155,宝硕股份,化工行业
1527,600160,巨化股份,化工行业
1528,600228,昌九生化,化工行业
1529,600229,城市传媒,化工行业
1530,600249,两面针,化工行业
1531,600273,嘉化能源,化工行业
1532,600277,亿利洁能,化工行业
1533,600281,太化股份,化工行业
1534,600299,安迪苏,化工行业
1535,600301,*ST南化,化工行业
1536,600309,万华化学,化工行业
1537,600315,上海家化,化工行业
1540,600339,天利高新,化工行业
1541,600352,浙江龙盛,化工行业
1542,600367,红星发展,化工行业
1543,600378,天科股份,化工行业
1544,600409,三友化工,化工行业
1545,600481,双良节能,化工行业
1547,600599,熊猫金控,化工行业
1548,600618,氯碱化工,化工行业
1549,600636,三爱富,化工行业
1550,600722,金牛化工,化工行业
1551,600746,江苏索普,化工行业
1552,600844,丹化科技,化工行业
1553,600985,雷鸣科化,化工行业
1554,601118,海南橡胶,化工行业
1556,601216,君正集团,化工行业
1557,601678,滨化股份,化工行业
1559,603010,万盛股份,化工行业
1560,603077,和邦生物,化工行业
1561,603188,亚邦股份,化工行业
1562,000510,*ST金路,化工行业
1563,000523,广州浪奇,化工行业
1565,000565,渝三峡Ａ,化工行业
1566,000627,天茂集团,化工行业
1568,000662,索芙特,化工行业
1569,000683,远兴能源,化工行业
1570,000698,沈阳化工,化工行业
1571,000707,双环科技,化工行业
1572,000737,南风化工,化工行业
1573,000755,山西三维,化工行业
1575,000822,山东海化,化工行业
1576,000887,中鼎股份,化工行业
1577,000985,大庆华科,化工行业
1578,000990,诚志股份,化工行业
1579,002010,传化股份,化工行业
1581,002037,久联发展,化工行业
1582,002053,云南盐化,化工行业
1583,002054,德美化工,化工行业
1585,002068,黑猫股份,化工行业
1587,002094,青岛金王,化工行业
1588,002096,南岭民爆,化工行业
1589,002109,*ST兴化,化工行业
1590,002125,湘潭电化,化工行业
1591,002136,安 纳 达,化工行业
1592,002145,中核钛白,化工行业
1593,002165,红 宝 丽,化工行业
1595,002201,九鼎新材,化工行业
1596,002211,宏达新材,化工行业
1597,002217,合力泰,化工行业
1598,002224,三 力 士,化工行业
1599,002226,江南化工,化工行业
1601,002250,联化科技,化工行业
1603,002319,乐通股份,化工行业
1604,002326,永太科技,化工行业
1605,002341,新纶科技,化工行业
1610,002386,天原集团,化工行业
1611,002395,双象股份,化工行业
1615,002411,必康股份,化工行业
1616,002440,闰土股份,化工行业
1617,002442,龙星化工,化工行业
1618,002450,康得新,化工行业
1621,002466,天齐锂业,化工行业
1622,002476,宝莫股份,化工行业
1623,002497,雅化集团,化工行业
1624,002562,兄弟科技,化工行业
1625,002581,未名医药,化工行业
1626,002584,西陇科学,化工行业
1627,002597,金禾实业,化工行业
1628,002601,佰利联,化工行业
1629,002632,道明光学,化工行业
1631,002643,万润股份,化工行业
1632,002648,卫星石化,化工行业
1633,002666,德联集团,化工行业
1634,002669,康达新材,化工行业
1640,300031,宝通科技,化工行业
1642,300041,回天新材,化工行业
1643,300054,鼎龙股份,化工行业
1644,300063,天龙集团,化工行业
1645,300067,安诺其,化工行业
1647,300082,奥克股份,化工行业
1649,300108,双龙股份,化工行业
1650,300109,新开源,化工行业
1653,300135,宝利国际,化工行业
1655,300192,科斯伍德,化工行业
1657,300214,日科化学,化工行业
1658,300225,金力泰,化工行业
1659,300236,上海新阳,化工行业
1660,300237,美晨科技,化工行业
1661,300243,瑞丰高材,化工行业
1662,300285,国瓷材料,化工行业
1664,300343,联创股份,化工行业
1666,300398,飞凯材料,化工行业
1667,300405,科隆精化,化工行业
1671,600048,保利地产,房地产
1672,600052,浙江广厦,房地产
1673,600053,九鼎投资,房地产
1674,600067,冠城大通,房地产
1677,600094,大名城,房地产
1678,600095,哈高科,房地产
1679,600113,浙江东日,房地产
1680,600133,东湖高新,房地产
1681,600159,大龙地产,房地产
1682,600162,香江控股,房地产
1683,600173,卧龙地产,房地产
1684,600175,美都能源,房地产
1685,600185,格力地产,房地产
1687,600223,鲁商置业,房地产
1689,600239,云南城投,房地产
1690,600240,华业资本,房地产
1691,600246,万通地产,房地产
1692,600266,北京城建,房地产
1695,600340,华夏幸福,房地产
1697,600383,金地集团,房地产
1698,600393,东华实业,房地产
1700,600503,华丽家族,房地产
1701,600510,黑牡丹,房地产
1702,600533,栖霞建设,房地产
1704,600568,中珠控股,房地产
1707,600621,华鑫股份,房地产
1709,600641,万业企业,房地产
1710,600657,信达地产,房地产
1711,600663,陆家嘴,房地产
1712,600665,天地源,房地产
1716,600696,匹凸匹,房地产
1717,600716,凤凰股份,房地产
1718,600724,宁波富达,房地产
1719,600732,*ST新梅,房地产
1721,600743,华远地产,房地产
1722,600745,中茵股份,房地产
1723,600748,上实发展,房地产
1724,600767,运盛医疗,房地产
1725,600773,西藏城投,房地产
1726,600791,京能置业,房地产
1727,600807,天业股份,房地产
1728,600823,世茂股份,房地产
1729,600862,南通科技,房地产
1730,600890,中房股份,房地产
1731,601588,北辰实业,房地产
1732,000002,万  科Ａ,房地产
1733,000005,世纪星源,房地产
1734,000006,深振业Ａ,房地产
1735,000009,中国宝安,房地产
1736,000011,深物业A,房地产
1737,000014,沙河股份,房地产
1738,000029,深深房Ａ,房地产
1739,000031,中粮地产,房地产
1740,000036,华联控股,房地产
1743,000042,中洲控股,房地产
1744,000043,中航地产,房地产
1745,000046,泛海控股,房地产
1746,000056,皇庭国际,房地产
1747,000402,金 融 街,房地产
1748,000502,绿景控股,房地产
1749,000505,珠江控股,房地产
1750,000506,中润资源,房地产
1751,000514,渝 开 发,房地产
1753,000526,银润投资,房地产
1754,000534,万泽股份,房地产
1755,000537,广宇发展,房地产
1756,000540,中天城投,房地产
1757,000558,莱茵体育,房地产
1758,000567,海德股份,房地产
1760,000608,阳光股份,房地产
1761,000609,绵世股份,房地产
1762,000616,海航投资,房地产
1763,000620,新华联,房地产
1764,000631,顺发恒业,房地产
1766,000667,美好集团,房地产
1767,000668,荣丰控股,房地产
1768,000671,阳 光 城,房地产
1769,000691,亚太实业,房地产
1770,000718,苏宁环球,房地产
1772,000736,中房地产,房地产
1773,000797,中国武夷,房地产
1774,000809,铁岭新城,房地产
1776,000861,海印股份,房地产
1778,000897,津滨发展,房地产
1782,000965,天保基建,房地产
1783,000979,中弘股份,房地产
1787,002133,广宇集团,房地产
1788,002146,荣盛发展,房地产
1789,002208,合肥城建,房地产
1790,002244,滨江集团,房地产
1791,002285,世联行,房地产
1792,002305,南国置业,房地产
1793,600000,浦发银行,金融行业
1794,600015,华夏银行,金融行业
1795,600016,民生银行,金融行业
